"pathway" "pval" "padj" "ES" "NES" "nMoreExtreme" "size" "leadingEdge"
"15" "ZHONG_SECRETOME_OF_LUNG_CANCER_AND_FIBROBLAST" 0.00364004044489383 0.0827630248523229 0.998558962452966 1.32628473599516 17 1 "C2"
"16" "ZHONG_SECRETOME_OF_LUNG_CANCER_AND_MACROPHAGE" 0.00364004044489383 0.0827630248523229 0.998558962452966 1.32628473599516 17 1 "C2"
"17" "KEGG_MEDICUS_REFERENCE_CLASSICAL_PATHWAY_OF_COMPLEMENT_CASCADE_C4_C2_TO_C3_CONVERTASE_FORMATION" 0.00364004044489383 0.0827630248523229 0.998558962452966 1.32628473599516 17 1 "C2"
"18" "KEGG_MEDICUS_REFERENCE_LECTIN_PATHWAY_OF_COMPLEMENT_CASCADE_C4_C2_TO_C3_CONVERTASE_FORMATION" 0.00364004044489383 0.0827630248523229 0.998558962452966 1.32628473599516 17 1 "C2"
"19" "WP_OXIDATIVE_DAMAGE_RESPONSE" 0.00364004044489383 0.0827630248523229 0.998558962452966 1.32628473599516 17 1 "C2"
"20" "DELYS_THYROID_CANCER_UP" 0.0165871863985072 0.298569355173129 0.958395875998553 1.42700869235032 79 2 "C2"
"21" "FEVR_CTNNB1_TARGETS_UP" 0.0165871863985072 0.298569355173129 0.958395875998553 1.42700869235032 79 2 "C2"
"22" "GAURNIER_PSMD4_TARGETS" 0.0165871863985072 0.298569355173129 0.958395875998553 1.42700869235032 79 2 "C2"
"23" "REACTOME_ACTIVATION_OF_C3_AND_C5" 0.0165871863985072 0.298569355173129 0.958395875998553 1.42700869235032 79 2 "C2"
"24" "REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT" 0.0165871863985072 0.298569355173129 0.958395875998553 1.42700869235032 79 2 "C2"
"25" "BROWN_MYELOID_CELL_DEVELOPMENT_UP" 0.0257312513745327 0.444636023751924 0.89658844392355 1.47833887117308 116 3 "C2"
"26" "LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_XDGS_DN" 0.0456793030374382 0.609819146072127 0.82516529183864 1.48423555563963 193 4 "C2"
"27" "PICCALUGA_ANGIOIMMUNOBLASTIC_LYMPHOMA_UP" 0.0859907631405322 0.609819146072127 0.831287996451653 1.37066830006885 390 3 "C2"
"28" "CARRILLOREIXACH_HEPATOBLASTOMA_VS_NORMAL_DN" 0.134212385213092 0.609819146072127 0.748497264163852 1.34633177589857 569 4 "C2"
"29" "BIOCARTA_CLASSIC_PATHWAY" 0.177066164351307 0.609819146072127 0.72116493784826 1.29716876463624 751 4 "C2"
"30" "BIOCARTA_COMP_PATHWAY" 0.177066164351307 0.609819146072127 0.72116493784826 1.29716876463624 751 4 "C2"
"31" "BIOCARTA_LECTIN_PATHWAY" 0.177066164351307 0.609819146072127 0.72116493784826 1.29716876463624 751 4 "C2"
"32" "KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS" 0.177066164351307 0.609819146072127 0.72116493784826 1.29716876463624 751 4 "C2"
"33" "WP_ALLOGRAFT_REJECTION" 0.177066164351307 0.609819146072127 0.72116493784826 1.29716876463624 751 4 "C2"
"34" "WP_COMPLEMENT_ACTIVATION" 0.177066164351307 0.609819146072127 0.72116493784826 1.29716876463624 751 4 "C2"
"35" "WP_COMPLEMENT_SYSTEM_IN_NEURONAL_DEVELOPMENT_AND_PLASTICITY" 0.177066164351307 0.609819146072127 0.72116493784826 1.29716876463624 751 4 "C2"
"36" "CREIGHTON_ENDOCRINE_THERAPY_RESISTANCE_4" 0.23432865335179 0.609819146072127 -0.87871267312465 -1.17500279804635 1184 1 "F12"
"37" "ENK_UV_RESPONSE_EPIDERMIS_UP" 0.23432865335179 0.609819146072127 -0.87871267312465 -1.17500279804635 1184 1 "F12"
"38" "HAMAI_APOPTOSIS_VIA_TRAIL_DN" 0.23432865335179 0.609819146072127 -0.87871267312465 -1.17500279804635 1184 1 "F12"
"39" "MARSON_BOUND_BY_FOXP3_UNSTIMULATED" 0.23432865335179 0.609819146072127 -0.87871267312465 -1.17500279804635 1184 1 "F12"
"40" "NUYTTEN_EZH2_TARGETS_DN" 0.23432865335179 0.609819146072127 -0.87871267312465 -1.17500279804635 1184 1 "F12"
"41" "PROVENZANI_METASTASIS_DN" 0.23432865335179 0.609819146072127 -0.87871267312465 -1.17500279804635 1184 1 "F12"
"42" "SHAFFER_IRF4_TARGETS_IN_MYELOMA_VS_MATURE_B_LYMPHOCYTE" 0.23432865335179 0.609819146072127 -0.87871267312465 -1.17500279804635 1184 1 "F12"
"43" "SHAFFER_IRF4_TARGETS_IN_PLASMA_CELL_VS_MATURE_B_LYMPHOCYTE" 0.23432865335179 0.609819146072127 -0.87871267312465 -1.17500279804635 1184 1 "F12"
"44" "SHEDDEN_LUNG_CANCER_POOR_SURVIVAL_A6" 0.23432865335179 0.609819146072127 -0.87871267312465 -1.17500279804635 1184 1 "F12"
"45" "SU_LIVER" 0.23432865335179 0.609819146072127 -0.87871267312465 -1.17500279804635 1184 1 "F12"
"46" "VECCHI_GASTRIC_CANCER_EARLY_UP" 0.23432865335179 0.609819146072127 -0.87871267312465 -1.17500279804635 1184 1 "F12"
"47" "WANG_CLIM2_TARGETS_DN" 0.23432865335179 0.609819146072127 -0.87871267312465 -1.17500279804635 1184 1 "F12"
"48" "WANG_LMO4_TARGETS_DN" 0.23432865335179 0.609819146072127 -0.87871267312465 -1.17500279804635 1184 1 "F12"
"49" "ZAMORA_NOS2_TARGETS_DN" 0.23432865335179 0.609819146072127 -0.87871267312465 -1.17500279804635 1184 1 "F12"
"50" "WP_5Q35_COPY_NUMBER_VARIATION" 0.23432865335179 0.609819146072127 -0.87871267312465 -1.17500279804635 1184 1 "F12"
"51" "WP_ANGIOTENSIN_II_RECEPTOR_TYPE_1_PATHWAY" 0.23432865335179 0.609819146072127 -0.87871267312465 -1.17500279804635 1184 1 "F12"
"52" "WP_KININKALLIKREIN_PATHWAY" 0.23432865335179 0.609819146072127 -0.87871267312465 -1.17500279804635 1184 1 "F12"
"53" "WP_RAS_AND_BRADYKININ_PATHWAYS_IN_COVID19" 0.23432865335179 0.609819146072127 -0.87871267312465 -1.17500279804635 1184 1 "F12"
"54" "CERVERA_SDHB_TARGETS_1_DN" 0.218311251730275 0.609819146072127 -0.888960051236891 -1.18870545458334 1103 1 "F2"
"55" "HEBERT_MATRISOME_TNBC_LIVER_METASTASIS" 0.218311251730275 0.609819146072127 -0.888960051236891 -1.18870545458334 1103 1 "F2"
"56" "LEE_AGING_CEREBELLUM_UP" 0.218311251730275 0.609819146072127 -0.888960051236891 -1.18870545458334 1103 1 "F2"
"57" "NABA_MATRISOME_HGSOC_OMENTAL_METASTASIS" 0.218311251730275 0.609819146072127 -0.888960051236891 -1.18870545458334 1103 1 "F2"
"58" "NABA_MATRISOME_METASTATIC_COLORECTAL_LIVER_METASTASIS" 0.218311251730275 0.609819146072127 -0.888960051236891 -1.18870545458334 1103 1 "F2"
"59" "NABA_MATRISOME_POORLY_METASTATIC_MELANOMA" 0.218311251730275 0.609819146072127 -0.888960051236891 -1.18870545458334 1103 1 "F2"
"60" "NABA_MATRISOME_PRIMARY_METASTATIC_COLORECTAL_TUMOR" 0.218311251730275 0.609819146072127 -0.888960051236891 -1.18870545458334 1103 1 "F2"
"61" "PILON_KLF1_TARGETS_UP" 0.218311251730275 0.609819146072127 -0.888960051236891 -1.18870545458334 1103 1 "F2"
"62" "ROVERSI_GLIOMA_COPY_NUMBER_UP" 0.218311251730275 0.609819146072127 -0.888960051236891 -1.18870545458334 1103 1 "F2"
"63" "YAGI_AML_WITH_T_9_11_TRANSLOCATION" 0.218311251730275 0.609819146072127 -0.888960051236891 -1.18870545458334 1103 1 "F2"
"64" "YOSHIMURA_MAPK8_TARGETS_DN" 0.218311251730275 0.609819146072127 -0.888960051236891 -1.18870545458334 1103 1 "F2"
"65" "BIOCARTA_BIOPEPTIDES_PATHWAY" 0.218311251730275 0.609819146072127 -0.888960051236891 -1.18870545458334 1103 1 "F2"
"66" "BIOCARTA_FIBRINOLYSIS_PATHWAY" 0.218311251730275 0.609819146072127 -0.888960051236891 -1.18870545458334 1103 1 "F2"
"67" "BIOCARTA_NFAT_PATHWAY" 0.218311251730275 0.609819146072127 -0.888960051236891 -1.18870545458334 1103 1 "F2"
"68" "BIOCARTA_PAR1_PATHWAY" 0.218311251730275 0.609819146072127 -0.888960051236891 -1.18870545458334 1103 1 "F2"
"69" "BIOCARTA_SPPA_PATHWAY" 0.218311251730275 0.609819146072127 -0.888960051236891 -1.18870545458334 1103 1 "F2"
"70" "KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION" 0.218311251730275 0.609819146072127 -0.888960051236891 -1.18870545458334 1103 1 "F2"
"71" "KEGG_REGULATION_OF_ACTIN_CYTOSKELETON" 0.218311251730275 0.609819146072127 -0.888960051236891 -1.18870545458334 1103 1 "F2"
"72" "KEGG_MEDICUS_REFERENCE_LECTIN_PATHWAY_OF_COAGULATION_CASCADE_PROTHROMBIN_TO_THROMBIN" 0.218311251730275 0.609819146072127 -0.888960051236891 -1.18870545458334 1103 1 "F2"
"73" "PID_ANGIOPOIETIN_RECEPTOR_PATHWAY" 0.218311251730275 0.609819146072127 -0.888960051236891 -1.18870545458334 1103 1 "F2"
"74" "PID_HNF3B_PATHWAY" 0.218311251730275 0.609819146072127 -0.888960051236891 -1.18870545458334 1103 1 "F2"
"75" "PID_SYNDECAN_4_PATHWAY" 0.218311251730275 0.609819146072127 -0.888960051236891 -1.18870545458334 1103 1 "F2"
"76" "PID_THROMBIN_PAR1_PATHWAY" 0.218311251730275 0.609819146072127 -0.888960051236891 -1.18870545458334 1103 1 "F2"
"77" "PID_THROMBIN_PAR4_PATHWAY" 0.218311251730275 0.609819146072127 -0.888960051236891 -1.18870545458334 1103 1 "F2"
"78" "REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL" 0.218311251730275 0.609819146072127 -0.888960051236891 -1.18870545458334 1103 1 "F2"
"79" "REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS" 0.218311251730275 0.609819146072127 -0.888960051236891 -1.18870545458334 1103 1 "F2"
"80" "REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION" 0.218311251730275 0.609819146072127 -0.888960051236891 -1.18870545458334 1103 1 "F2"
"81" "REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS" 0.218311251730275 0.609819146072127 -0.888960051236891 -1.18870545458334 1103 1 "F2"
"82" "WP_CANCER_PATHWAYS" 0.218311251730275 0.609819146072127 -0.888960051236891 -1.18870545458334 1103 1 "F2"
"83" "WP_COVID19_THROMBOSIS_AND_ANTICOAGULATION" 0.218311251730275 0.609819146072127 -0.888960051236891 -1.18870545458334 1103 1 "F2"
"84" "WP_IL1_AND_MEGAKARYOCYTES_IN_OBESITY" 0.218311251730275 0.609819146072127 -0.888960051236891 -1.18870545458334 1103 1 "F2"
"85" "WP_REGULATION_OF_ACTIN_CYTOSKELETON" 0.218311251730275 0.609819146072127 -0.888960051236891 -1.18870545458334 1103 1 "F2"
"86" "ALTEMEIER_RESPONSE_TO_LPS_WITH_MECHANICAL_VENTILATION" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"87" "AMIT_EGF_RESPONSE_120_HELA" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"88" "BAELDE_DIABETIC_NEPHROPATHY_DN" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"89" "BERENJENO_ROCK_SIGNALING_NOT_VIA_RHOA_DN" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"90" "BOSCO_EPITHELIAL_DIFFERENTIATION_MODULE" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"91" "BROWNE_HCMV_INFECTION_2HR_DN" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"92" "BRUINS_UVC_RESPONSE_VIA_TP53_GROUP_B" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"93" "BURTON_ADIPOGENESIS_9" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"94" "BURTON_ADIPOGENESIS_PEAK_AT_0HR" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"95" "CHEN_HOXA5_TARGETS_9HR_UP" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"96" "DACOSTA_UV_RESPONSE_VIA_ERCC3_COMMON_DN" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"97" "DACOSTA_UV_RESPONSE_VIA_ERCC3_DN" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"98" "DANG_REGULATED_BY_MYC_DN" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"99" "ENK_UV_RESPONSE_EPIDERMIS_DN" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"100" "FRIDMAN_SENESCENCE_UP" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"101" "GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_BLUE_UP" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"102" "GRAESSMANN_APOPTOSIS_BY_SERUM_DEPRIVATION_DN" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"103" "HAN_SATB1_TARGETS_UP" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"104" "HARRIS_HYPOXIA" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"105" "HASINA_NOL7_TARGETS_UP" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"106" "HUANG_DASATINIB_SENSITIVITY_UP" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"107" "IWANAGA_CARCINOGENESIS_BY_KRAS_PTEN_UP" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"108" "JECHLINGER_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_DN" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"109" "KIM_HYPOXIA" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"110" "KIM_LIVER_CANCER_POOR_SURVIVAL_UP" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"111" "KIM_WT1_TARGETS_UP" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"112" "KOBAYASHI_EGFR_SIGNALING_6HR_DN" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"113" "KOINUMA_TARGETS_OF_SMAD2_OR_SMAD3" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"114" "KUNINGER_IGF1_VS_PDGFB_TARGETS_DN" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"115" "LANDIS_ERBB2_BREAST_TUMORS_324_UP" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"116" "LA_MEN1_TARGETS" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"117" "LEE_LIVER_CANCER_HEPATOBLAST" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"118" "LEE_NEURAL_CREST_STEM_CELL_DN" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"119" "LEONARD_HYPOXIA" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"120" "LINSLEY_MIR16_TARGETS" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"121" "MAINA_HYPOXIA_VHL_TARGETS_UP" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"122" "MAINA_VHL_TARGETS_DN" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"123" "MCBRYAN_PUBERTAL_BREAST_4_5WK_UP" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"124" "MCBRYAN_PUBERTAL_BREAST_6_7WK_DN" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"125" "MCBRYAN_PUBERTAL_TGFB1_TARGETS_UP" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"126" "MEBARKI_HCC_PROGENITOR_WNT_UP" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"127" "MEBARKI_HCC_PROGENITOR_WNT_UP_BLOCKED_BY_FZD8CRD" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"128" "MEBARKI_HCC_PROGENITOR_WNT_UP_CTNNB1_DEPENDENT" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"129" "MEBARKI_HCC_PROGENITOR_WNT_UP_CTNNB1_DEPENDENT_BLOCKED_BY_FZD8CRD" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"130" "MEISSNER_BRAIN_HCP_WITH_H3K4ME3_AND_H3K27ME3" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"131" "MILI_PSEUDOPODIA_CHEMOTAXIS_DN" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"132" "MIYAGAWA_TARGETS_OF_EWSR1_ETS_FUSIONS_DN" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"133" "NAGASHIMA_NRG1_SIGNALING_DN" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"134" "NAKAMURA_TUMOR_ZONE_PERIPHERAL_VS_CENTRAL_UP" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"135" "NGUYEN_NOTCH1_TARGETS_DN" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"136" "NOUSHMEHR_GBM_SILENCED_BY_METHYLATION" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"137" "PASINI_SUZ12_TARGETS_DN" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"138" "PLASARI_TGFB1_SIGNALING_VIA_NFIC_10HR_UP" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"139" "PUIFFE_INVASION_INHIBITED_BY_ASCITES_UP" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"140" "SARRIO_EPITHELIAL_MESENCHYMAL_TRANSITION_UP" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"141" "SESTO_RESPONSE_TO_UV_C2" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"142" "UZONYI_RESPONSE_TO_LEUKOTRIENE_AND_THROMBIN" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"143" "VART_KSHV_INFECTION_ANGIOGENIC_MARKERS_UP" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"144" "WAKABAYASHI_ADIPOGENESIS_PPARG_BOUND_8D" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"145" "WANG_METHYLATED_IN_BREAST_CANCER" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"146" "WINTER_HYPOXIA_METAGENE" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"147" "WINZEN_DEGRADED_VIA_KHSRP" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"148" "WONG_ADULT_TISSUE_STEM_MODULE" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"149" "YAMAZAKI_TCEB3_TARGETS_UP" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"150" "ZHENG_GLIOBLASTOMA_PLASTICITY_UP" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"151" "ZHOU_INFLAMMATORY_RESPONSE_LIVE_UP" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"152" "ZWANG_CLASS_2_TRANSIENTLY_INDUCED_BY_EGF" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"153" "REACTOME_NGF_STIMULATED_TRANSCRIPTION" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"154" "REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"155" "REACTOME_SIGNALING_BY_NTRKS" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"156" "REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"157" "WP_MACROPHAGE_MARKERS" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"158" "WP_STING_PATHWAY_IN_KAWASAKILIKE_DISEASE_AND_COVID19" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"159" "WP_VEGFAVEGFR2_SIGNALING" 0.162744710302551 0.609819146072127 -0.916820110479545 -1.22595955204326 822 1 "F3"
"160" "MIKKELSEN_ES_LCP_WITH_H3K4ME3" 0.187451737451737 0.609819146072127 -0.86239700532048 -1.25521097625054 970 2 "F2"
"161" "MIKKELSEN_IPS_LCP_WITH_H3K4ME3" 0.187451737451737 0.609819146072127 -0.86239700532048 -1.25521097625054 970 2 "F2"
"162" "REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION" 0.187451737451737 0.609819146072127 -0.86239700532048 -1.25521097625054 970 2 "F2"
"163" "REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE" 0.166329861650863 0.609819146072127 -0.708971982820623 -1.28978452456637 1069 7 "F3, F2, F12, F11, F7, F10"
"164" "REACTOME_HEMOSTASIS" 0.166329861650863 0.609819146072127 -0.708971982820623 -1.28978452456637 1069 7 "F3, F2, F12, F11, F7, F10"
"165" "WP_BLOOD_CLOTTING_CASCADE" 0.166329861650863 0.609819146072127 -0.708971982820623 -1.28978452456637 1069 7 "F3, F2, F12, F11, F7, F10"
"166" "LEE_BMP2_TARGETS_UP" 0.117953667953668 0.609819146072127 -0.897356330518879 -1.30609395525049 610 2 "F3"
"167" "LEE_LIVER_CANCER_SURVIVAL_UP" 0.252694084011436 0.62148504010436 0.728428560571144 1.20106863217256 1148 3 "C2"
"168" "BLALOCK_ALZHEIMERS_DISEASE_UP" 0.277654196157735 0.62148504010436 0.865743335201345 1.14987918985421 1372 1 "C7"
"169" "BONOME_OVARIAN_CANCER_SURVIVAL_SUBOPTIMAL_DEBULKING" 0.277654196157735 0.62148504010436 0.865743335201345 1.14987918985421 1372 1 "C7"
"170" "CAIRO_HEPATOBLASTOMA_CLASSES_DN" 0.277654196157735 0.62148504010436 0.865743335201345 1.14987918985421 1372 1 "C7"
"171" "CHICAS_RB1_TARGETS_CONFLUENT" 0.277654196157735 0.62148504010436 0.865743335201345 1.14987918985421 1372 1 "C7"
"172" "CONCANNON_APOPTOSIS_BY_EPOXOMICIN_DN" 0.277654196157735 0.62148504010436 0.865743335201345 1.14987918985421 1372 1 "C7"
"173" "FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_OK_VS_DONOR_UP" 0.277654196157735 0.62148504010436 0.865743335201345 1.14987918985421 1372 1 "C7"
"174" "FLORIO_NEOCORTEX_BASAL_RADIAL_GLIA_UP" 0.277654196157735 0.62148504010436 0.865743335201345 1.14987918985421 1372 1 "C7"
"175" "HOELZEL_NF1_TARGETS_DN" 0.277654196157735 0.62148504010436 0.865743335201345 1.14987918985421 1372 1 "C7"
"176" "LOPEZ_MBD_TARGETS" 0.277654196157735 0.62148504010436 0.865743335201345 1.14987918985421 1372 1 "C7"
"177" "MOLENAAR_TARGETS_OF_CCND1_AND_CDK4_UP" 0.277654196157735 0.62148504010436 0.865743335201345 1.14987918985421 1372 1 "C7"
"178" "RODWELL_AGING_KIDNEY_UP" 0.277654196157735 0.62148504010436 0.865743335201345 1.14987918985421 1372 1 "C7"
"179" "SABATES_COLORECTAL_ADENOMA_DN" 0.277654196157735 0.62148504010436 0.865743335201345 1.14987918985421 1372 1 "C7"
