Geneid	SRR16155212
NR_136907	15
NM_008922	100
NM_008999	0
NM_001159729	0
NM_145392	96
NM_001290699	0
NM_133817	0
NM_001359275	0
NM_001359274	0
NM_001290700	158
NM_001310484	0
NM_177235	0
NM_001276764	0
NM_134448	0
NM_133833	0
NR_105861	0
NM_010081	335
NR_165804	13
NR_039562	0
NM_027159	188
NM_178601	0
NM_011206	0
NM_009355	0
NM_001360855	0
NM_001368773	0
NM_183019	0
NM_174997	0
NM_001160235	0
NM_001160236	0
NM_145516	0
NM_175421	58
NM_001357425	0
NM_015818	58
NM_198899	33
NR_105862	0
NM_153408	0
NM_145996	0
NR_033310	0
NM_001290727	0
NM_001172205	0
NM_001172206	0
NM_001290726	0
NM_001310513	0
NM_172652	0
NR_105863	0
NM_001277076	20
NM_001310517	0
NM_001013374	0
NR_168706	10
NM_033570	48
NM_001331209	0
NM_053186	0
NM_001039551	15
NM_153502	0
NM_001310521	0
NM_026241	0
NM_001310533	0
NR_132321	0
NM_001304329	0
NM_001126047	0
NM_001304330	0
NM_027957	0
NM_001126046	0
NM_001372417	0
NM_001372416	0
NM_201365	0
NM_009942	0
NM_146107	641
NM_009539	0
NM_001289766	0
NM_001289765	0
NM_001289612	0
NM_018872	207
NM_001370829	0
NM_001370828	12
NM_001290797	0
NM_030266	0
NM_001374629	0
NM_001374630	0
NM_001290799	0
NM_001290798	0
NM_172971	0
NM_198006	0
NM_026123	0
NM_001356528	0
NM_001290801	0
NM_173870	0
NR_024017	50
NM_028096	0
NM_207228	0
NM_001290720	0
NM_001290721	0
NR_110976	0
NM_001377034	0
NM_001037918	0
NM_001377031	0
NM_001377032	0
NM_001377029	0
NM_001377030	0
NM_001377033	0
NM_001356262	0
NM_026913	0
NM_027098	0
NM_001356482	0
NM_172054	140
NM_198303	1617
NM_001359287	4
NM_019570	0
NM_001359288	0
NM_001290814	0
NM_001029878	0
NM_145142	0
NM_001368780	0
NM_026850	186
NM_008719	0
NM_001252218	0
NM_053257	0
NM_001252219	0
NM_018775	0
NM_001357521	0
NM_001357522	0
NM_028043	18
NM_001033135	704
NM_001252200	0
NM_001252202	0
NM_001252201	0
NM_008696	0
NR_037980	16
NM_001360801	0
NM_010555	0
NM_001360800	0
NM_008362	14
NM_001123382	0
NM_133193	0
NM_001356478	0
NM_001294171	11
NM_010743	0
NM_001025602	89
NM_001161842	0
NM_001161843	0
NM_008365	21
NM_010553	51
NR_168311	0
NR_168309	0
NR_168310	0
NM_177084	18
NM_001033289	0
NM_001081198	0
NR_027826	0
NR_168293	0
NR_168294	0
NR_168292	0
NM_008900	0
NR_027891	0
NR_110495	0
NM_023514	312
NM_053107	0
NM_001357299	0
NM_001013025	12
NM_133818	67
NM_010212	58
NM_001289533	0
NM_010879	107
NM_024283	0
NR_160750	0
NR_160751	0
NM_001368287	0
NR_160749	0
NM_001368289	0
NM_026430	0
NM_001368288	0
NM_001310540	0
NM_009418	0
NM_001013799	0
NM_001356297	0
NM_001356296	0
NM_029368	9
NM_023645	70
NM_001357046	0
NM_001357047	11
NM_001357048	0
NM_144558	0
NM_011729	377
NM_207281	0
NM_028450	162
NR_040602	0
NM_009930	0
NM_007737	2597
NM_028599	252
NM_016917	296
NM_001368717	82
NM_001310335	48
NM_172653	0
NM_001356416	0
NM_001356417	0
NM_019790	625
NR_045151	0
NM_138741	628
NM_001310549	0
NM_028696	0
NM_001310548	0
NM_001290982	0
NM_010863	0
NM_001161817	0
NM_001308266	0
NM_011487	0
NM_009283	0
NM_001205314	0
NM_001357627	0
NM_001205313	0
NM_001081081	69
NM_001113383	83
NM_008667	293
NM_001142647	0
NR_024590	0
NM_001357464	0
NM_133829	0
NM_178081	0
NM_008384	141
NM_146108	1315
NM_001368281	0
NM_144953	22
NM_001368280	0
NM_001368277	0
NM_001368279	0
NM_001368278	0
NM_001368274	0
NM_001368276	0
NM_010834	0
NM_027070	0
NM_001368200	0
NM_153556	50
NM_145517	46
NR_104361	0
NR_151661	0
NR_104360	0
NM_001285839	0
NM_133728	160
NM_001290984	0
NM_001353501	0
NM_001252070	15
NM_133810	338
NM_001001883	115
NM_172655	0
NR_106149	0
NM_030025	56
NM_001033194	288
NM_001163314	214
NM_001081433	182
NM_031179	77
NM_026424	0
NM_001039710	0
NM_001356512	0
NM_010477	0
NM_008303	1273
NM_001310585	0
NM_025283	0
NM_001356287	0
NM_001356288	0
NM_028713	12
NR_166489	0
NR_166488	0
NR_166487	0
NM_175439	41
NM_001114663	278
NR_037965	0
NM_139146	18
NM_001358581	0
NM_001358580	0
NR_024325	0
NR_024326	0
NM_028546	29
NM_001037742	0
NM_001302963	0
NM_001302964	0
NM_001302962	0
NM_001081181	214
NM_144882	0
NM_001368787	0
NM_001164566	0
NM_001159865	0
NR_027630	0
NM_001159864	0
NM_001177867	0
NM_199007	0
NM_009676	0
NM_023617	360
NM_025824	1144
NM_001042634	0
NR_027853	0
NR_027854	123
NM_001285826	0
NM_001285827	0
NM_027351	0
NM_027374	0
NM_022988	285
NM_008765	0
NM_001025378	0
NM_001271526	0
NM_001310599	0
NM_172513	0
NM_001310598	0
NM_025597	10
NR_045007	174
NM_001347056	0
NM_175370	0
NM_001293804	0
NR_149258	0
NR_149257	0
NR_149256	0
NM_001289704	0
NR_149255	0
NM_009805	0
NM_001355056	0
NM_207653	0
NM_001293805	0
NM_009812	0
NM_001080126	0
NM_001277926	0
NM_172406	1147
NR_151686	0
NM_172656	0
NM_026600	107
NM_175200	0
NM_001037812	0
NM_001033449	0
NM_001361413	0
NM_145143	0
NM_001164682	0
NM_028717	0
NM_001159948	0
NM_146109	0
NM_001033373	0
NM_001356389	0
NM_008057	0
NM_001013771	0
NM_001357842	0
NM_009460	391
NM_018868	314
NR_028554	0
NR_028521	0
NM_007561	0
NM_001037725	805
NM_027407	0
NM_001357296	0
NM_001316694	0
NM_001316695	0
NM_021312	0
NM_001199061	0
NM_001199060	0
NM_139150	0
NM_001285463	0
NR_104344	0
NM_001285473	0
NM_173444	645
NM_030013	0
NM_001313721	0
NM_198127	0
NM_001198571	0
NM_001198570	13
NM_001045513	124
NM_007642	16
NM_001281976	0
NM_009843	0
NM_001081050	168
NR_151537	0
NM_010939	0
NM_001077407	0
NM_001077406	0
NM_001077405	0
NM_001077404	0
NM_001077403	0
NR_040601	0
NM_001114609	0
NM_001081436	0
NR_045915	18
NR_045914	0
NM_001160040	0
NM_145518	0
NM_001160038	0
NM_001160039	0
NM_018796	1377
NR_028558	0
NM_146250	0
NM_001357045	19
NM_001285937	0
NM_001285936	0
NM_001267872	0
NM_028673	0
NM_011780	457
NM_172422	108
NM_033563	0
NR_105864	0
NM_133828	0
NM_001037726	0
NM_009952	0
NM_025964	0
NM_001368283	0
NM_001368284	0
NM_001097644	62
NM_001042659	0
NM_022721	0
NM_001039493	426
NR_165472	0
NM_001310617	0
NM_027582	0
NM_007777	0
NM_007776	0
NM_007775	0
NM_001082573	0
NM_144761	0
NM_007774	0
NM_001285882	0
NM_175293	0
NM_001285881	0
NM_001111320	0
NM_010497	0
NM_001310624	0
NM_011086	0
NM_008632	0
NM_001039934	0
NM_001310634	0
NM_001310644	0
NM_025683	0
NM_001310642	0
NM_001310643	0
NM_177645	0
NM_001122738	0
NM_001368830	0
NM_001357156	0
NM_001357157	0
NM_007381	12
NM_001113387	0
NM_021285	0
NM_001190985	0
NM_021295	0
NM_001190984	0
NM_001080809	6510
NM_010154	28
NM_011770	0
NM_001271533	0
NM_029160	0
NM_025728	0
NM_007525	0
NM_026195	341
NM_001276410	0
NM_001276413	0
NM_001276411	0
NM_001276408	0
NM_001276412	0
NM_001276409	0
NM_010233	0
NR_027659	0
NR_027658	14
NM_001005423	0
NM_001357488	14
NR_155355	6
NM_023523	21
NM_001356516	0
NM_001357519	0
NM_009533	0
NM_001357520	0
NM_001045533	0
NM_018817	214
NM_001347063	0
NM_176980	0
NM_009084	0
NM_008342	235
NM_001310659	0
NM_010518	0
NM_009407	167
NR_038001	0
NR_038002	9
NR_045311	0
NR_105769	0
NM_001289895	0
NM_027884	0
NM_001170641	0
NM_001034060	0
NM_009909	0
NM_029711	0
NM_001357387	0
NM_001190444	0
NM_146110	0
NR_168296	0
NM_025580	67
NM_001039509	0
NM_019999	0
NM_027154	10
NM_013612	0
NM_153088	1501
NR_029743	0
NM_009509	0
NM_176972	0
NM_001310662	17
NM_021383	287
NM_001081456	0
NM_148937	0
NM_029888	0
NM_001310668	15
NM_025784	0
NM_001305652	0
NM_021313	0
NM_001305230	0
NM_175031	62
NM_001014974	211
NM_024264	153
NM_153744	17
NM_009526	29
NM_001039495	17
NM_029342	54
NM_001356264	21
NM_026977	0
NM_170755	0
NM_001305231	0
NM_001305232	0
NM_001159905	0
NM_001159906	0
NM_026846	0
NM_023732	311
NM_001288613	0
NM_001003917	0
NM_001288612	0
NR_109938	0
NR_051999	0
NM_001267620	0
NR_051998	0
NM_026187	0
NM_029010	82
NR_102731	0
NM_001277992	0
NM_011494	0
NM_001313724	0
NM_001313723	0
NM_009447	0
NM_001159883	64
NM_020266	0
NM_001159884	0
NM_178055	0
NM_001159885	25
NM_001110831	0
NM_016878	0
NM_010043	296
NR_037976	0
NM_007463	15
NM_001085371	13
NM_001085370	0
NM_001173477	0
NM_001357170	0
NM_133708	0
NM_001357169	0
NM_001357171	0
NM_183022	0
NM_001001566	0
NM_001001565	0
NM_178884	5
NM_001310679	18
NM_010564	0
NM_001329843	0
NM_027886	71
NM_009208	0
NM_001357149	0
NM_001357150	0
NM_007936	43
NR_105770	0
NM_001004173	0
NM_001278075	0
NR_102758	0
NR_102757	0
NM_011811	0
NM_026713	85
NM_001001981	0
NM_001136222	0
NM_001033606	0
NM_028817	0
NM_001136226	0
NR_151519	0
NM_021342	91
NM_183027	0
NM_001111279	75
NM_027057	0
NM_001081210	158
NM_009255	6
NM_016716	0
NM_001313728	0
NR_040460	0
NM_175291	0
NM_001285927	0
NM_010570	697
NM_029777	0
NM_001122685	0
NM_007735	228
NM_007734	45
NM_001310699	0
NM_001310695	0
NM_001310697	0
NM_029409	0
NM_001372414	0
NM_001372411	0
NM_001372409	0
NM_001372408	0
NM_001372412	0
NM_001372413	0
NM_001372407	0
NM_001372405	0
NM_001372406	0
NM_001368252	0
NM_025453	0
NR_169188	0
NM_001310713	0
NM_001347077	0
NM_001368850	0
NM_010472	0
NM_030556	16
NM_172430	0
NM_001356547	0
NM_001003948	747
NR_105771	14
NM_152915	0
NR_039588	0
NM_133975	37
NM_025386	119
NM_027921	106
NR_165476	0
NM_213615	0
NR_163968	9
NM_001378696	0
NM_001378664	0
NM_001013817	100
NM_001081746	0
NM_001313714	222
NM_001313713	0
NM_001313712	0
NM_013673	0
NM_001372231	0
NM_001372232	0
NM_001037909	0
NM_175219	10
NM_001378663	22
NM_030194	0
NM_175397	0
NM_177055	17
NM_133781	0
NM_001355046	0
NM_001355047	77
NM_022417	1245
NM_027029	0
NM_001379365	0
NM_028647	0
NM_001122732	0
NM_027300	0
NM_027357	1839
NM_008311	0
NM_001310702	0
NM_027456	0
NM_030184	0
NR_151592	0
NM_145222	0
NM_010880	869
NR_028478	0
NR_106184	0
NR_002851	0
NR_015507	14
NR_153833	0
NM_001360831	0
NM_008972	0
NM_001360830	0
NR_153834	0
NM_001360816	0
NM_001360817	0
NM_008801	0
NM_001360887	0
NM_001360888	0
NM_172974	0
NM_001172157	0
NM_153530	0
NM_007433	0
NM_001347083	7
NM_001039170	0
NM_023314	0
NM_001039169	36
NM_028889	12
NR_151447	0
NM_146112	0
NM_001110212	0
NM_001110227	0
NM_001356490	0
NM_028473	0
NM_019867	0
NM_001111314	43
NM_001160164	0
NM_001160163	0
NM_001160165	0
NM_015750	0
NM_010566	0
NM_001110192	0
NR_122078	0
NM_001110193	0
NM_001205391	0
NM_001205392	0
NM_029846	0
NR_028519	11
NM_009118	0
NM_177646	0
NR_136921	0
NM_001198573	36
NM_001033291	0
NM_201641	0
NM_201644	60
NM_001378375	10
NM_201642	0
NM_201410	0
NM_145079	0
NM_201643	84
NM_013701	23
NM_201645	647
NM_008299	49
NM_001281466	37
NM_198652	55
NR_040291	0
NM_029269	41
NM_008132	0
NR_037971	0
NM_177305	190
NM_133816	14
NM_001037136	0
NM_178119	0
NR_015540	0
NM_139152	0
NR_149309	0
NM_001355134	0
NM_007722	0
NM_001271607	55
NM_133805	344
NM_001243009	0
NM_001243008	50
NM_053015	0
NM_001159725	0
NM_008998	0
NM_001111312	0
NM_001310732	0
NM_001111311	12
NM_008515	0
NM_178401	0
NM_016894	58
NM_001168392	0
NR_149825	0
NM_001355763	0
NM_026454	0
NM_001355762	0
NM_001355761	0
NM_001355764	27
NM_016717	133
NM_027551	0
NM_173395	0
NM_001355152	29
NM_023343	0
NM_019479	0
NM_001360899	0
NM_001360900	0
NM_011066	1800
NM_028718	81
NM_001039126	0
NM_023046	0
NM_007855	491
NM_207225	409
NM_024197	3016
NR_105865	0
NM_001163425	0
NR_028108	0
NM_016696	322
NR_166170	0
NR_029559	0
NM_172850	0
NM_001347091	0
NM_175118	86
NR_138577	0
NR_138578	0
NM_181405	0
NR_015525	0
NM_011796	145
NM_001104529	0
NM_001271766	0
NM_022320	0
NM_001294150	0
NM_001110315	0
NM_008440	0
NM_001294149	0
NM_001368847	0
NM_016702	510
NM_001310428	0
NM_172463	0
NR_105866	0
NM_001310756	0
NM_178051	24
NM_023200	339
NR_105867	0
NR_105763	0
NM_001301364	0
NM_133808	17
NM_001357556	0
NM_010891	0
NM_001159717	0
NM_001159718	0
NM_001159719	0
NM_145519	319
NM_021537	239
NM_016778	37
NM_025920	210
NM_001310761	0
NM_001368266	0
NM_174874	0
NM_001105667	0
NM_023136	6
NM_025454	273
NM_178882	0
NM_001310767	0
NR_165836	0
NM_199366	0
NM_001205249	0
NM_008798	0
NM_026321	0
NM_009183	105
NM_001159745	12
NR_003027_3	2
NM_172658	0
NR_131964	0
NM_001355071	0
NM_001355072	0
NM_001355074	0
NM_133825	0
NM_001355073	0
NM_173760	226
NM_026250	0
NM_001310773	0
NM_001357127	0
NM_013626	0
NR_037993	15
NM_001164233	0
NM_027584	0
NR_166494	0
NM_172851	0
NM_001160368	0
NM_178779	0
NR_151540	0
NR_151539	0
NR_151538	0
NM_013784	256
NM_029349	0
NM_173187	0
NM_009399	159
NR_151625	0
NM_001122675	19
NM_001122676	0
NM_133821	578
NM_009741	194
NM_177410	19
NR_106164	0
NM_027534	405
NM_001316750	0
NM_009190	514
NM_001360854	0
NM_009257	0
NM_001360853	0
NM_027971	0
NM_001199213	0
NM_001160307	0
NM_198028	0
NM_011459	328
NM_001159748	11
NR_102306	0
NR_102307	0
NM_001081386	0
NM_001356415	0
NM_001081316	0
NM_001077425	0
NM_001371013	0
NM_011650	56
NR_153836	0
NM_026472	332
NM_001293301	0
NM_029709	0
NM_001359340	0
NM_001359346	0
NM_001359341	0
NM_001359342	0
NM_001359343	0
NM_001359338	0
NM_001359339	0
NM_001359345	0
NM_001359334	0
NM_001359330	0
NM_001359335	0
NM_001359336	0
NM_001359337	0
NM_001359347	0
NM_001359331	0
NM_001293300	0
NM_001359329	0
NM_001359328	0
NR_027901	23
NM_023755	0
NM_001081125	410
NR_105764	0
NM_008381	175
NM_022327	19
NM_146103	0
NM_145506	93
NM_001113416	0
NM_019933	456
NM_175106	154
NM_001311077	0
NM_001012322	0
NM_019432	272
NM_007830	0
NM_001037999	0
NM_028439	0
NM_001172074	0
NM_001379355	0
NM_133186	0
NM_001379354	0
NM_001085409	0
NM_010766	10
NM_010133	75
NM_001271532	0
NM_001271531	4
NM_001357251	0
NM_178082	0
NM_133748	0
NM_001025156	0
NM_029955	0
NM_025860	322
NM_199021	0
NM_023735	0
NM_001205386	0
NM_001205385	0
NM_001356294	0
NM_028787	41
NM_027677	31
NM_001311090	0
NM_001311089	0
NM_145100	20
NM_176957	0
NM_172484	0
NM_001081756	0
NM_145128	111
NM_028135	0
NR_168316	69
NM_001033041	27
NR_045298	0
NM_028399	0
NM_178690	39
NM_027678	0
NM_001357573	0
NM_001285945	0
NM_009081	49
NM_181750	0
NM_001357482	0
NR_029543	0
NM_026390	0
NM_001356529	0
NM_001313695	11
NM_008567	0
NM_177445	438
NM_145507	0
NM_001356509	0
NM_009911	0
NM_172485	0
NM_001317361	0
NM_007827	0
NM_010016	182
NR_151525	0
NM_007576	47
NR_028304	0
NM_001368843	0
NR_027859	0
NM_001162415	0
NM_008825	238
NM_001162416	0
NM_178691	245
NM_177604	10
NR_168728	0
NM_011082	1646
NM_010548	0
NM_008551	700
NM_145508	0
NM_001136070	21
NM_010709	0
NM_001311094	0
NM_018750	0
NM_001313731	0
NM_019777	63
NM_001081011	0
NM_175382	3
NM_007799	320
NM_145509	17
NM_001311096	0
NM_178079	218
NM_001357478	0
NM_173865	26
NM_144875	0
NM_001145804	0
NM_175294	0
NM_001177628	0
NM_145977	0
NM_007923	0
NM_001376957	0
NM_001376959	0
NM_001376958	0
NM_001376954	0
NM_001376955	0
NM_001376956	0
NM_172510	0
NM_001114662	12
NM_008795	68
NM_001195025	0
NM_028778	0
NM_001311108	0
NM_178874	54
NM_001311107	0
NM_172516	555
NR_165177	0
NM_172517	0
NM_001357486	0
NM_001357487	0
NM_029025	48
NM_001160318	0
NM_001160316	0
NM_001160317	0
NM_182716	0
NR_045892	0
NM_010732	0
NR_126506	0
NM_001302801	0
NM_001302803	0
NM_001302802	0
NM_001302804	0
NM_008575	0
NM_001099276	44
NM_133819	960
NM_001160268	0
NM_182930	0
NR_037984	0
NM_026680	50
NM_031193	0
NM_031192	0
NM_175443	572
NM_011439	114
NM_009227	109
NM_001357228	0
NM_144530	0
NM_001276767	0
NM_001166552	0
NM_172842	0
NM_001159649	0
NM_213616	0
NM_001167949	0
NR_105868	19
NM_001160421	0
NM_054076	0
NM_001160420	0
NM_001160422	0
NM_054077	0
NM_021355	154
NM_007570	0
NM_001284524	0
NM_001284525	0
NM_027979	0
NM_001374626	0
NM_007695	0
NM_001357515	0
NM_016749	0
NM_001008533	28
NM_001291930	0
NM_001291928	0
NM_001039510	0
NM_001282945	0
NM_001374777	0
NM_001144855	0
NR_151737	25
NM_001042485	0
NM_020588	0
NR_149307	0
NM_001355133	0
NM_028057	0
NM_028320	55
NM_001306069	51
NM_001311136	0
NM_153128	0
NM_145510	204
NM_001145300	0
NM_001291015	0
NM_152895	571
NM_009307	0
NM_001355726	0
NM_001368829	0
NM_001368827	0
NM_001081307	0
NR_015606	0
NR_162775	0
NR_153383	0
NM_007955	0
NM_177081	0
NM_001356382	0
NM_026823	579
NM_007921	0
NM_001163131	0
NM_001159624	0
NM_145417	0
NM_011590	0
NM_001360857	0
NM_001360858	0
NM_053106	24
NM_175259	0
NM_001357575	0
NR_151727	0
NM_001357576	0
NM_001357578	0
NM_001357577	0
NM_153774	0
NM_173437	0
NR_049188	0
NR_151586	0
NM_001360782	0
NR_153810	0
NM_007791	0
NM_013750	1905
NM_021467	0
NM_001112702	0
NM_133664	0
NM_001130174	0
NM_011619	0
NM_001130180	0
NM_001130181	0
NM_001130177	0
NM_001130175	0
NM_001130179	0
NM_001130178	0
NM_001130176	0
NM_177642	0
NM_001160145	0
NM_025439	0
NM_001160146	0
NM_014193	0
NM_001081023	0
NM_001039472	0
NR_153829	0
NM_028872	25
NM_001347110	0
NM_001347109	0
NR_024328	19
NM_026500	96
NM_001160251	0
NM_177643	0
NR_045324	0
NR_045325	0
NR_037986	0
NM_001159769	0
NM_030676	0
NM_001268286	0
NM_011210	0
NM_001111316	0
NM_177397	0
NM_001311148	0
NM_021605	47
NM_001081226	63
NM_001166501	112
NM_181347	18
NR_108103	133
NM_172643	327
NM_009791	25
NM_031164	326
NM_001374102	0
NM_001374101	0
NM_001160304	0
NM_001160303	0
NM_001029977	0
NM_001025575	121
NM_009888	0
NM_001081027	36
NR_040604	0
NM_145991	122
NM_020025	1172
NM_001038593	0
NM_001038592	0
NM_023505	0
NM_001038594	0
NM_013835	268
NM_019562	0
NM_001159866	0
NM_009061	153
NM_015811	0
NM_022881	0
NM_001305632	0
NM_008869	31
NR_015466	10
NM_011198	77
NR_110420	27
NM_001357579	0
NM_145511	0
NM_001077237	0
NM_133780	0
NM_001110146	0
NM_021400	0
NM_001024720	71
NR_038011	97
NM_001372355	0
NM_001359262	0
NM_001359263	0
NM_001039511	115
NM_001039512	0
NM_054102	0
NM_025819	180
NM_001357569	0
NM_001357570	0
NM_026876	0
NR_106150	8
NM_011277	0
NM_001360845	0
NM_001360847	0
NM_001360844	0
NM_022018	828
NR_151475	0
NR_151474	0
NR_151473	0
NM_001039644	0
NM_001311165	10
NM_001311166	0
NM_197990	118
NM_025677	19
NM_177756	90
NM_001346119	0
NM_016846	0
NM_001346118	0
NM_001346117	0
NM_001081197	0
NM_026369	1402
NM_010877	101
NM_001005507	0
NM_001160256	0
NM_001359257	0
NM_001160257	0
NM_008485	135
NM_010683	0
NR_033736	54
NM_001033162	37
NM_007842	80
NM_028749	257
NM_011267	191
NM_011882	24
NM_001243223	0
NM_001368270	0
NR_106194	0
NM_008131	0
NR_168298	17
NR_168301	0
NR_168299	0
NR_168300	0
NM_001204908	0
NR_166709	0
NM_009782	9
NM_010500	121
NM_008209	0
NM_001355063	0
NM_001355062	0
NM_021433	196
NM_001370865	68
NM_011273	1068
NM_026683	0
NM_001145781	0
NM_028250	58
NM_001024945	67
NM_023268	0
NM_001039184	1255
NM_144791	0
NM_001160018	0
NM_001160019	9
NM_172843	0
NM_001160180	0
NM_001160182	0
NM_001358627	0
NM_001358626	0
NM_022329	0
NM_001160181	0
NM_001346967	43
NM_009230	394
NM_009595	0
NM_001136104	0
NM_023141	0
NM_145413	465
NM_001159967	0
NM_001159968	0
NM_001159966	0
NM_001159965	0
NM_001357391	0
NM_023884	0
NM_001357392	0
NM_028333	62
NM_001374637	0
NM_001305061	0
NM_001305059	0
NM_028540	0
NM_001305063	0
NM_001305062	0
NM_177644	201
NR_027984	48
NM_001356419	0
NM_001356418	0
NM_001033284	21
NR_151610	0
NM_033354	0
NR_027641	0
NM_001159986	0
NM_001085376	22
NM_011931	0
NM_001360878	0
NR_144489	0
NR_028518	0
NR_039543	0
NM_001162896	0
NR_028111	31
NR_038030	0
NR_038031	0
NM_177839	0
NM_025474	0
NM_001347121	1
NM_009786	24
NM_001038621	45
NM_013862	0
NR_035448	0
NM_001146330	0
NM_001368668	0
NM_001024952	1818
NM_001379302	0
NM_080844	0
NR_151479	0
NR_151478	0
NM_001356489	0
NM_173424	0
NR_166052	0
NR_153812	0
NR_153813	0
NR_166051	0
NR_166050	0
NR_153815	0
NR_166055	0
NR_153814	0
NR_028543	0
NM_172644	74
NM_001159930	0
NR_131030	0
NR_131028	0
NR_131029	0
NM_001039482	196
NR_130150	0
NM_007453	0
NM_001303408	0
NM_001205243	0
NM_010177	0
NM_001357401	0
NM_001357402	0
NM_172645	0
NR_151683	0
NR_151684	0
NM_001204905	0
NM_001204904	0
NM_026078	0
NM_001039045	0
NM_172646	0
NM_001038619	0
NR_040562	0
NR_002870	36
NR_029810	0
NR_029796	0
NM_144877	138
NM_001356527	0
NM_001356526	0
NM_016796	0
NM_001347125	0
NM_010865	276
NM_001177581	0
NM_001081290	0
NM_010231	45
NM_001330291	0
NM_001330318	154
NM_018881	0
NM_001360913	0
NM_001360914	0
NM_008030	23
NM_030071	0
NM_175686	0
NM_011127	0
NM_001025570	384
NM_178883	0
NM_001313738	0
NR_132627	20
NM_001305643	0
NM_010629	0
NM_001286002	0
NM_001286003	0
NM_001357426	0
NM_028776	0
NM_001357049	0
NM_201364	0
NM_001355132	0
NM_027279	0
NM_001164059	0
NM_011346	0
NM_011347	29
NR_037987	0
NM_007976	1977
NR_162776	0
NM_001276455	0
NM_054087	0
NM_029115	119
NM_001357052	0
NM_001160209	0
NM_001160208	0
NM_025505	0
NM_178071	0
NM_138314	0
NM_001293313	0
NM_009721	109
NR_168343	0
NR_168342	0
NM_019759	9549
NR_040303	0
NM_008510	0
NR_151711	0
NM_145512	0
NR_151712	0
NM_145513	0
NM_001357410	0
NM_001357411	0
NM_001310429	0
NM_001081126	0
NM_001310430	0
NM_028759	0
NM_027430	2495
NM_001357427	0
NM_173029	0
NM_001347128	0
NM_001001880	0
NM_001083897	12
NM_178593	0
NM_001038846	0
NM_011804	0
NR_149310	0
NM_031162	0
NM_001113391	0
NM_001113392	0
NR_103716	0
NM_001113393	0
NM_198933	0
NM_198932	0
NM_011137	0
NM_198934	0
NM_001368808	0
NM_001160049	0
NM_001033344	0
NM_175296	111
NM_001357429	0
NM_001357431	0
NM_001357428	0
NM_001357432	0
NM_001357430	0
NM_001164528	0
NM_030245	126
NM_001142948	0
NM_175170	10
NM_001160262	0
NM_001160261	0
NM_175461	0
NM_030724	151
NM_001039483	669
NM_019993	1829
NM_025569	1539
NM_009107	0
NM_001159731	21
NM_033652	0
NM_008783	40
NM_183355	0
NM_001291509	0
NM_001291508	0
NM_001313705	0
NM_009063	385
NM_009062	40
NM_010476	46
NR_040438	0
NM_022563	0
